r,U_00,U_01,U_11,hs_00,hs_01,hs_11,lj_00,lj_01,lj_11,coulomb_00,coulomb_01,coulomb_11
5.39,0.18536563602744954,-0.18588267097376646,0.1847982014038053,0.0,0.0,0.0,-0.00016312092987886116,-0.00035391401643806053,-0.0007305555535231214,0.1855287569573284,-0.1855287569573284,0.1855287569573284
5.4,0.18502386826701492,-0.18553518526391244,0.18446270845508678,0.0,0.0,0.0,-0.0001613169181702531,-0.0003500000787272569,-0.000722476730098401,0.18518518518518517,-0.18518518518518517,0.18518518518518517
5.41,0.18468334740964037,-0.18518902009279326,0.18412838161375542,0.0,0.0,0.0,-0.00015953613934298872,-0.00034613654380988507,-0.0007145019352279539,0.18484288354898337,-0.18484288354898337,0.18484288354898337
5.42,0.18434406676635717,-0.1848441676897542,0.1837952153774394,0.0,0.0,0.0,-0.00015777825209299838,-0.00034232267130401026,-0.000706629641010774,0.18450184501845018,-0.18450184501845018,0.18450184501845018
5.43,0.18400601969435507,-0.18450062034814038,0.18346320427036045,0.0,0.0,0.0,-0.00015604292074621582,-0.0003385577330390984,-0.0006988583447408513,0.1841620626151013,-0.1841620626151013,0.1841620626151013
5.44,0.1836691995966091,-0.18415837042459737,0.1831323428433182,0.0,0.0,0.0,-0.0001543298151555861,-0.00033484101283267205,-0.000691186568446508,0.1838235294117647,-0.1838235294117647,0.1838235294117647
5.45,0.18333359992150994,-0.18381741033838153,0.1828026256736711,0.0,0.0,0.0,-0.00015263861060014312,-0.00033117180627145477,-0.0006836128584389794,0.18348623853211007,-0.18348623853211007,0.18348623853211007
5.46,0.18299921416249704,-0.18347773257068004,0.1824740473653131,0.0,0.0,0.0,-0.00015096898768610957,-0.0003275494204968951,-0.0006761357848700326,0.18315018315018314,-0.18315018315018314,0.18315018315018314
5.47,0.18266603585769517,-0.18313932966394014,0.1821466025486467,0.0,0.0,0.0,-0.00014932063224997645,-0.000323973173994988,-0.0006687539412984383,0.18281535648994515,-0.18281535648994515,0.18281535648994515
5.48,0.182334058589554,-0.1828021942212078,0.18182028588055243,0.0,0.0,0.0,-0.0001476932352635182,-0.00032044239639028756,-0.0006614659442650923,0.18248175182481752,-0.18248175182481752,0.18248175182481752
5.49,0.18200327598449062,-0.18246631890547535,0.1814950920443547,0.0,0.0,0.0,-0.00014608649274070202,-0.000316956428244031,-0.0006542704328766024,0.18214936247723132,-0.18214936247723132,0.18214936247723132
5.5,0.18167368171253537,-0.1821316964390381,0.18117101574978467,0.0,0.0,0.0,-0.0001445001056464497,-0.000313514620856274,-0.0006471660683971563,0.18181818181818182,-0.18181818181818182,0.18181818181818182
5.51,0.18134526948698046,-0.1817983196028596,0.18084805173293916,0.0,0.0,0.0,-0.00014293377980721146,-0.00031011633607196,-0.0006401515338484955,0.18148820326678766,-0.18148820326678766,0.18148820326678766
5.5200000000000005,0.18101803306403172,-0.18146618123594588,0.18052619475623724,0.0,0.0,0.0,-0.00014138722582331437,-0.00030676094609083165,-0.000633225533617811,0.18115942028985504,-0.18115942028985504,0.18115942028985504
5.53,0.18069196624246361,-0.18113527423472775,0.18020543960837326,0.0,0.0,0.0,-0.00013986015898304524,-0.00030344783328110637,-0.0006263867930734037,0.18083182640144665,-0.18083182640144665,0.18083182640144665
5.54,0.18036706286327644,-0.1808055915524517,0.17988578110426695,0.0,0.0,0.0,-0.00013835229917843006,-0.0003001763899968301,-0.000619634058187922,0.18050541516245489,-0.18050541516245489,0.18050541516245489
5.55,0.18004331680935753,-0.18047712619857903,0.17956721408501117,0.0,0.0,0.0,-0.0001368633708226767,-0.00029694601839883386,-0.0006129660951690393,0.1801801801801802,-0.1801801801801802,0.1801801801801802
5.5600000000000005,0.1797207220051444,-0.18014987123819287,0.17924973341781628,0.0,0.0,0.0,-0.0001353931027692415,-0.00029375613027921515,-0.0006063816900973869,0.17985611510791366,-0.17985611510791366,0.17985611510791366
5.57,0.17939927241629175,-0.17982381979141351,0.17893333399595263,0.0,0.0,0.0,-0.00013394122823248778,-0.00029060614688926855,-0.0005998796485716092,0.17953321364452424,-0.17953321364452424,0.17953321364452424
5.58,0.1790789620493403,-0.17949896503282098,0.17861801073868983,0.0,0.0,0.0,-0.0001325074847098989,-0.00028749549877078734,-0.0005934587953603638,0.17921146953405018,-0.17921146953405018,0.17921146953405018
5.59,0.17875978495138936,-0.17917530019088584,0.17830375859123404,0.0,0.0,0.0,-0.0001310916139058171,-0.0002844236255906741,-0.0005871179740611485,0.17889087656529518,-0.17889087656529518,0.17889087656529518
5.6000000000000005,0.17844173520977188,-0.17885281854740734,0.17799057252466277,0.0,0.0,0.0,-0.00012969336165667122,-0.0002813899759787783,-0.0005808560467657799,0.17857142857142855,-0.17857142857142855,0.17857142857142855
5.61,0.17812480695173236,-0.17853151343695892,0.1776784475358576,0.0,0.0,0.0,-0.0001283124778576655,-0.0002783940073689017,-0.0005746718937324075,0.17825311942959002,-0.17825311942959002,0.17825311942959002
5.62,0.17780899434410732,-0.17821137824634112,0.17736737864743432,0.0,0.0,0.0,-0.0001269487163908938,-0.00027543518584289726,-0.0005685644130639031,0.17793594306049823,-0.17793594306049823,0.17793594306049823
5.63,0.17749429159300908,-0.17789240641404175,0.17705736090767143,0.0,0.0,0.0,-0.0001256018350548546,-0.00027251298597780063,-0.0005625325203925066,0.17761989342806395,-0.17761989342806395,0.17761989342806395
5.64,0.17718069294351177,-0.17757459142970303,0.17674838939043652,0.0,0.0,0.0,-0.00012427159549533226,-0.00026962689069592817,-0.0005565751485705878,0.1773049645390071,-0.1773049645390071,0.1773049645390071
5.65,0.17686819267934026,-0.17725792683359576,0.17644045919511048,0.0,0.0,0.0,-0.00012295776313761818,-0.0002667763911178774,-0.0005506912473673968,0.17699115044247787,-0.17699115044247787,0.17699115044247787
5.66,0.17655678512256195,-0.17694240621610036,0.17613356544651032,0.0,0.0,0.0,-0.00012166010712004346,-0.00026396098641837416,-0.000544879783171678,0.17667844522968199,-0.17667844522968199,0.17667844522968199
5.67,0.1762464646332809,-0.1766280232171946,0.17582770329480968,0.0,0.0,0.0,-0.00012037840022879384,-0.00026118018368489674,-0.0005391397387000188,0.1763668430335097,-0.1763668430335097,0.1763668430335097
5.68,0.17593722560933506,-0.17631477152594807,0.1755228679154582,0.0,0.0,0.0,-0.0001191124188339828,-0.00025843349777903,-0.0005334701127108229,0.17605633802816903,-0.17605633802816903,0.17605633802816903
5.69,0.17562906248599552,-0.17600264488002296,0.1752190545090987,0.0,0.0,0.0,-0.00011786194282695257,-0.0002557204512004835,-0.0005278699197237792,0.17574692442882248,-0.17574692442882248,0.17574692442882248
5.7,0.17532196973566927,-0.1756916370651818,0.17491625830148333,0.0,0.0,0.0,-0.00011662675555878221,-0.00025304057395372293,-0.0005223381897447198,0.17543859649122806,-0.17543859649122806,0.17543859649122806
5.71,0.17501594186760358,-0.1753817419148007,0.1746144745433878,0.0,0.0,0.0,-0.00011540664377997188,-0.0002503934034171555,-0.0005168739679957477,0.17513134851138354,-0.17513134851138354,0.17513134851138354
5.72,0.17471097342759356,-0.17507295330938966,0.1743136985105243,0.0,0.0,0.0,-0.00011420139758128372,-0.0002477784842148225,-0.0005114763146505294,0.17482517482517484,-0.17482517482517484,0.17482517482517484
5.73,0.1744070589976922,-0.17476526517611846,0.1740139255034533,0.0,0.0,0.0,-0.00011301081033571222,-0.00024519536809054033,-0.0005061443045746422,0.17452006980802792,-0.17452006980802792,0.17452006980802792
5.74,0.17410419319592288,-0.1744586714883489,0.17371515084749356,0.0,0.0,0.0,-0.00011183467864156215,-0.0002426436137844431,-0.0005008770270708738,0.17421602787456444,-0.17421602787456444,0.17421602787456444
5.75,0.17380237067599424,-0.17415316626517274,0.1734173698926315,0.0,0.0,0.0,-0.00011067280226660974,-0.0002401227869118746,-0.0004956735856293642,0.17391304347826086,-0.17391304347826086,0.17391304347826086
5.76,0.17350158612701777,-0.1738487435709557,0.17312057801342862,0.0,0.0,0.0,-0.00010952498409332533,-0.0002376324598445835,-0.0004905330976825007,0.1736111111111111,-0.1736111111111111,0.1736111111111111
5.7700000000000005,0.17320183427322774,-0.17354539751488704,0.17282477060892842,0.0,0.0,0.0,-0.00010839103006513633,-0.00023517221159417072,-0.00048545469436445674,0.17331022530329288,-0.17331022530329288,0.17331022530329288
5.78,0.17290310987370364,-0.1732431222505351,0.17252994310256206,0.0,0.0,0.0,-0.00010727074913370744,-0.0002327416276977467,-0.00048043752027529063,0.17301038062283736,-0.17301038062283736,0.17301038062283736
5.79,0.172605407722095,-0.17294191197540798,0.17223609094205275,0.0,0.0,0.0,-0.00010616395320721789,-0.00023034030010574816,-0.0004754807332494924,0.17271157167530224,-0.17271157167530224,0.17271157167530224
5.8,0.17230872264634867,-0.17264176093052017,0.17194320959931939,0.0,0.0,0.0,-0.00010507045709961556,-0.00022796782707187356,-0.0004705835041289093,0.1724137931034483,-0.1724137931034483,0.1724137931034483
5.8100000000000005,0.17201304950843826,-0.17234266339996418,0.17165129457037914,0.0,0.0,0.0,-0.00010399007848082698,-0.0002256238130450931,-0.0004657450165399408,0.1721170395869191,-0.1721170395869191,0.1721170395869191
5.82,0.1717183832040965,-0.1720446137104881,0.17136034137524947,0.0,0.0,0.0,-0.00010292263782790504,-0.00022330786856368908,-0.00046096446667492935,0.1718213058419244,-0.1718213058419244,0.1718213058419244
5.83,0.17142471866254913,-0.17174760623107752,0.17107034555784859,0.0,0.0,0.0,-0.00010186795837709277,-0.00022101961015128657,-0.00045624106307764876,0.17152658662092624,-0.17152658662092624,0.17152658662092624
5.84,0.17113205084625197,-0.1714516353725436,0.17078130268589595,0.0,0.0,0.0,-0.00010082586607678747,-0.00021875866021483248,-0.00045157402643281963,0.17123287671232876,-0.17123287671232876,0.17123287671232876
5.8500000000000005,0.17084037475062952,-0.1711566955871154,0.17049320835081136,0.0,0.0,0.0,-9.979618954138423e-05,-0.00021652464694448488,-0.0004469625893595568,0.17094017094017092,-0.17094017094017092,0.17094017094017092
5.86,0.17054968540381651,-0.1708627813680379,0.17020605816761383,0.0,0.0,0.0,-9.877876000598272e-05,-0.00021431720421537354,-0.0004424059962086809,0.1706484641638225,-0.1706484641638225,0.1706484641638225
5.87,0.17025997786640118,-0.17056988724917432,0.16991984777481933,0.0,0.0,0.0,-9.777341128193806e-05,-0.00021213597149118924,-0.0004379035028638017,0.17035775127768313,-0.17035775127768313,0.17035775127768313
5.88,0.1699712472311711,-0.1702780078046139,0.16963457283433825,0.0,0.0,0.0,-9.677997971324047e-05,-0.00020998059372957307,-0.0004334543765461129,0.17006802721088435,-0.17006802721088435,0.17006802721088435
5.89,0.16968348862286123,-0.1699871376482842,0.16935022903137212,0.0,0.0,0.0,-9.579830413370534e-05,-0.00020785072128926043,-0.00042905789562280687,0.16977928692699493,-0.16977928692699493,0.16977928692699493
5.9,0.16939669719790384,-0.16969727143356775,0.16906681207430976,0.0,0.0,0.0,-9.48282258249576e-05,-0.0002057460098389507,-0.00042471334941904904,0.1694915254237288,-0.1694915254237288,0.1694915254237288
5.91,0.1691108681441813,-0.16940840385292438,0.16878431769462307,0.0,0.0,0.0,-9.386958847519597e-05,-0.00020366612026786438,-0.0004204200380334332,0.1692047377326565,-0.1692047377326565,0.1692047377326565
5.92,0.1688259966807802,-0.16912052963751686,0.16850274164676207,0.0,0.0,0.0,-9.2922238138718e-05,-0.00020161071859795384,-0.00041617727215684605,0.16891891891891891,-0.16891891891891891,0.16891891891891891
5.93,0.16854207805774818,-0.1688336435568421,0.16822207970804967,0.0,0.0,0.0,-9.19860231961944e-05,-0.00019957947589773628,-0.00041198437289468193,0.16863406408094436,-0.16863406408094436,0.16863406408094436
5.94,0.16825910755585266,-0.16854774041836604,0.167942327678576,0.0,0.0,0.0,-9.106079431567449e-05,-0.0001975720681977141,-0.0004078406715923257,0.16835016835016833,-0.16835016835016833,0.16835016835016833
5.95,0.16797708048634197,-0.16826281506716365,0.16766348138109244,0.0,0.0,0.0,-9.014640441431058e-05,-0.00019558817640735315,-0.00040374550966385556,0.1680672268907563,-0.1680672268907563,0.1680672268907563
5.96,0.16769599219070808,-0.16797886238556245,0.16738553666090497,0.0,0.0,0.0,-8.924270862078438e-05,-0.0001936274862335833,-0.0003996982384238826,0.16778523489932887,-0.16778523489932887,0.16778523489932887
5.97,0.1674158380404517,-0.16769587729279092,0.16710848938576764,0.0,0.0,0.0,-8.834956423842344e-05,-0.00019168968810079755,-0.00039569821892248137,0.16750418760469013,-0.16750418760469013,0.16750418760469013
5.98,0.16713661343684955,-0.16741385474463083,0.1668323354457754,0.0,0.0,0.0,-8.746683070899315e-05,-0.0001897744770723132,-0.0003917448217831375,0.16722408026755853,-0.16722408026755853,0.16722408026755853
5.99,0.16685831381072336,-0.16713278973307377,0.16655707075325685,0.0,0.0,0.0,-8.659436957715045e-05,-0.00018788155277327077,-0.0003878374270436615,0.1669449081803005,-0.1669449081803005,0.1669449081803005
6.0,0.1665809346222111,-0.1668526772859816,0.16628269124266665,0.0,0.0,0.0,-8.57320444555463e-05,-0.00018601061931493765,-0.00038397542399999977,0.16666666666666666,-0.16666666666666666,0.16666666666666666
6.01,0.16630447136054025,-0.1665735124667512,0.1660091928704779,0.0,0.0,0.0,-8.487972099056456e-05,-0.00018416138522039377,-0.0003801582110528947,0.1663893510815308,-0.1663893510815308,0.1663893510815308
6.0200000000000005,0.16602891954380253,-0.16629529037398277,0.16573657161507388,0.0,0.0,0.0,-8.403726682868313e-05,-0.00018233356335156648,-0.00037638519555733147,0.1661129568106312,-0.1661129568106312,0.1661129568106312
6.03,0.16575427471873164,-0.16601800614115267,0.16546482347664038,0.0,0.0,0.0,-8.32045515834481e-05,-0.00018052687083759293,-0.0003726557936747206,0.16583747927031509,-0.16583747927031509,0.16583747927031509
6.04,0.16548053246048175,-0.16574165493628926,0.16519394447705701,0.0,0.0,0.0,-8.23814468030441e-05,-0.00017874102900447894,-0.0003689694302277557,0.16556291390728478,-0.16556291390728478,0.16556291390728478
6.05,0.16520768837240865,-0.16546623196165314,0.16492393065978922,0.0,0.0,0.0,-8.15678259384538e-05,-0.0001769757633060322,-0.00036532553855790173,0.1652892561983471,-0.1652892561983471,0.1652892561983471
6.0600000000000005,0.16493573808585282,-0.16519173245342106,0.16465477808977955,0.0,0.0,0.0,-8.076356431219222e-05,-0.0001752308032560436,-0.00036172356038545505,0.16501650165016502,-0.16501650165016502,0.16501650165016502
6.07,0.16466467725992393,-0.16491815168137322,0.1643864828533394,0.0,0.0,0.0,-7.996853908760481e-05,-0.00017350588236169287,-0.0003581629456721311,0.16474464579901152,-0.16474464579901152,0.16474464579901152
6.08,0.1643945015812876,-0.16464548494858447,0.1641190410580402,0.0,0.0,0.0,-7.918262923871929e-05,-0.00017180073805815103,-0.0003546431524861218,0.16447368421052633,-0.16447368421052633,0.16447368421052633
6.09,0.1641252067639539,-0.1643737275911189,0.16385244883260497,0.0,0.0,0.0,-7.84057155206388e-05,-0.00017011511164436216,-0.0003511636468695822,0.16420361247947454,-0.16420361247947454,0.16420361247947454
6.1000000000000005,0.1638567885490677,-0.16410287497772816,0.1635867023267997,0.0,0.0,0.0,-7.763768044046797e-05,-0.00016844874821997523,-0.00034772390270849485,0.16393442622950818,-0.16393442622950818,0.16393442622950818
6.11,0.16358924270470085,-0.16383292250955303,0.16332179771132474,0.0,0.0,0.0,-7.687840822875877e-05,-0.0001668013966234089,-0.00034432340160486796,0.1636661211129296,-0.1636661211129296,0.1636661211129296
6.12,0.16332256502564604,-0.16356386561982855,0.1630577311777063,0.0,0.0,0.0,-7.612778481146844e-05,-0.0001651728093710224,-0.00034096163275121463,0.16339869281045752,-0.16339869281045752,0.16339869281045752
6.13,0.16305675133321268,-0.16329569977359248,0.16279449893818781,0.0,0.0,0.0,-7.538569778241771e-05,-0.00016356274259737448,-0.0003376380928072801,0.1631321370309951,-0.1631321370309951,0.1631321370309951
6.140000000000001,0.1627917974750244,-0.16302842046739718,0.16253209722562167,0.0,0.0,0.0,-7.465203637624112e-05,-0.00016197095599654736,-0.00033435228577896484,0.16286644951140064,-0.16286644951140064,0.16286644951140064
6.15,0.16252769932481834,-0.16276202322902467,0.16227052229336075,0.0,0.0,0.0,-7.392669144181852e-05,-0.00016039721276451632,-0.0003311037228994026,0.16260162601626016,-0.16260162601626016,0.16260162601626016
6.16,0.16226445278224616,-0.16249650361720488,0.1620097704151502,0.0,0.0,0.0,-7.320955541617915e-05,-0.00015884127954254277,-0.0003278919225121529,0.16233766233766234,-0.16233766233766234,0.16233766233766234
6.17,0.16200205377267682,-0.16223185722133726,0.16174983788501923,0.0,0.0,0.0,-7.250052229886904e-05,-0.00015730292636157318,-0.0003247164099564672,0.1620745542949757,-0.1620745542949757,0.1620745542949757
6.18,0.16174049824700107,-0.16196807966121549,0.16149072101717327,0.0,0.0,0.0,-7.179948762677283e-05,-0.00015578192658762248,-0.0003215767174545876,0.16181229773462785,-0.16181229773462785,0.16181229773462785
6.19,0.16147978218143755,-0.16170516658675504,0.16123241614588588,0.0,0.0,0.0,-7.110634844938079e-05,-0.0001542780568681247,-0.00031847238400103755,0.16155088852988692,-0.16155088852988692,0.16155088852988692
6.2,0.16121990157734067,-0.16144311367772438,0.1609749196253913,0.0,0.0,0.0,-7.042100330449347e-05,-0.00015279109707923104,-0.00031540295525387166,0.16129032258064516,-0.16129032258064516,0.16129032258064516
6.21,0.16096085246101016,-0.16118191664347853,0.16071822782977666,0.0,0.0,0.0,-6.974335219435408e-05,-0.00015132083027403668,-0.00031236798342783816,0.1610305958132045,-0.1610305958132045,0.1610305958132045
6.22,0.16070263088350212,-0.16092157122269604,0.1604623371528749,0.0,0.0,0.0,-6.907329656220179e-05,-0.00014986704263172024,-0.00030936702718942666,0.1607717041800643,-0.1607717041800643,0.1607717041800643
6.23,0.16044523292044183,-0.16066207318311865,0.1602072440081573,0.0,0.0,0.0,-6.841073926923698e-05,-0.000148429523407577,-0.00030639965155375816,0.16051364365971107,-0.16051364365971107,0.16051364365971107
6.24,0.16018865467183824,-0.16040341832129418,0.15995294482862696,0.0,0.0,0.0,-6.77555845719911e-05,-0.0001470080648839295,-0.0003034654277832854,0.16025641025641024,-0.16025641025641024,0.16025641025641024
6.25,0.1599328922618999,-0.1601456024623219,0.15969943606671175,0.0,0.0,0.0,-6.710773810009316e-05,-0.00014560246232189715,-0.0003005639332882679,0.16,-0.16,0.16
6.26,0.15967794183885248,-0.1598886214596009,0.1594467141941579,0.0,0.0,0.0,-6.646710683442472e-05,-0.0001442125139140117,-0.0002976947515289873,0.1597444089456869,-0.1597444089456869,0.1597444089456869
6.2700000000000005,0.15942379957475802,-0.15963247119458135,0.159194775701924,0.0,0.0,0.0,-6.583359908565747e-05,-0.000142838020737659,-0.00029485747191967265,0.15948963317384368,-0.15948963317384368,0.15948963317384368
6.28,0.15917046166533574,-0.15937714757651825,0.15894361710007482,0.0,0.0,0.0,-6.520712447316455e-05,-0.00014147878670933345,-0.0002920516897340994,0.1592356687898089,-0.1592356687898089,0.1592356687898089
6.29,0.1589179243297841,-0.15912264654222807,0.15869323491767556,0.0,0.0,0.0,-6.458759390429911e-05,-0.0001401346185396881,-0.00028927700601283097,0.1589825119236884,-0.1589825119236884,0.1589825119236884
6.3,0.15866618381060468,-0.15886896405584808,0.15844362570268664,0.0,0.0,0.0,-6.397491955403355e-05,-0.00013880532568936814,-0.0002865330274720758,0.15873015873015872,-0.15873015873015872,0.15873015873015872
6.3100000000000005,0.15841523637342764,-0.1586160961085982,0.15819478602185846,0.0,0.0,0.0,-6.336901484495221e-05,-0.0001374907203256091,-0.0002838193664141233,0.15847860538827258,-0.15847860538827258,0.15847860538827258
6.32,0.1581650783068382,-0.1583640387185454,0.15794671246062647,0.0,0.0,0.0,-6.276979442759036e-05,-0.00013619061727958846,-0.0002811356406393341,0.1582278481012658,-0.1582278481012658,0.1582278481012658
6.33,0.15791570592220538,-0.15811278793037103,0.15769940162300686,0.0,0.0,0.0,-6.217717416111421e-05,-0.00013490483400451493,-0.0002784814733596507,0.1579778830963665,-0.1579778830963665,0.1579778830963665
6.34,0.15766711555351134,-0.1578623398151401,0.15745285013149207,0.0,0.0,0.0,-6.159107109433388e-05,-0.00013363319053444174,-0.00027585649311360415,0.15772870662460567,-0.15772870662460567,0.15772870662460567
6.3500000000000005,0.15741930355718287,-0.1576126904700737,0.15720705462694715,0.0,0.0,0.0,-6.101140344704502e-05,-0.00013237550944379014,-0.00027326033368278545,0.15748031496062992,-0.15748031496062992,0.15748031496062992
6.36,0.15717226631192402,-0.1573638360183233,0.15696201176850597,0.0,0.0,0.0,-6.043809059169059e-05,-0.00013113161580757148,-0.00027069263400975643,0.15723270440251572,-0.15723270440251572,0.15723270440251572
6.37,0.15692600021855022,-0.15711577260874784,0.1567177182334682,0.0,0.0,0.0,-5.987105303533912e-05,-0.00012990133716229082,-0.00026815303811736975,0.15698587127158556,-0.15698587127158556,0.15698587127158556
6.38,0.15668050169982375,-0.15686849641569325,0.15647417071719624,0.0,0.0,0.0,-5.93102124019717e-05,-0.00012868450346752413,-0.0002656411950294772,0.15673981191222572,-0.15673981191222572,0.15673981191222572
6.390000000000001,0.1564357672002907,-0.15662200363877393,0.1562313659330128,0.0,0.0,0.0,-5.8755491415072916e-05,-0.00012748094706815303,-0.00026315675869299326,0.15649452269170577,-0.15649452269170577,0.15649452269170577
6.4,0.15619179318611948,-0.15637629050265725,0.1559893006120987,0.0,0.0,0.0,-5.820681388052015e-05,-0.00012629050265724635,-0.0002606993879012973,0.15625,-0.15625,0.15625
6.41,0.15594857614494023,-0.15613135325684957,0.15574797150339106,0.0,0.0,0.0,-5.766410466976437e-05,-0.00012511300723957528,-0.0002582687462189385,0.15600624024961,-0.15600624024961,0.15600624024961
6.42,0.1557061125856861,-0.15588718817548514,0.15550737537348178,0.0,0.0,0.0,-5.7127289703298945e-05,-0.0001239483000957519,-0.00025586450190763044,0.1557632398753894,-0.1557632398753894,0.1557632398753894
6.43,0.15546439903843573,-0.1556437915571171,0.15526750900651665,0.0,0.0,0.0,-5.659629593440976e-05,-0.00012279622274697868,-0.0002534863278535039,0.15552099533437014,-0.15552099533437014,0.15552099533437014
6.44,0.15522343205425684,-0.15540115972451043,0.15502836920409446,0.0,0.0,0.0,-5.6071051333201415e-05,-0.00012165661892039695,-0.00025113390149559715,0.15527950310559005,-0.15527950310559005,0.15527950310559005
6.45,0.15498320820505157,-0.1551592890244375,0.1547899527851669,0.0,0.0,0.0,-5.5551484870895405e-05,-0.00012052933451502428,-0.00024880690475556167,0.15503875968992248,-0.15503875968992248,0.15503875968992248
6.46,0.15474372408340273,-0.1549181758274754,0.15455225658593857,0.0,0.0,0.0,-5.503752650439403e-05,-0.00011941421756826984,-0.00024650502396855766,0.15479876160990713,-0.15479876160990713,0.15479876160990713
6.47,0.15450497630242158,-0.1546778165278057,0.15431527745976736,0.0,0.0,0.0,-5.4529107161106004e-05,-0.00011831111822301567,-0.0002442279498153213,0.1545595054095827,-0.1545595054095827,0.1545595054095827
6.48,0.15426696149559696,-0.15443820754301624,0.1540790122770656,0.0,0.0,0.0,-5.402615872402868e-05,-0.00011721988869525559,-0.00024197537725537965,0.15432098765432098,-0.15432098765432098,0.15432098765432098
6.49,0.15402967631664546,-0.15419934531390483,0.15384345792520115,0.0,0.0,0.0,-5.352861401708184e-05,-0.00011614038324228037,-0.00023974700546139306,0.15408320493066255,-0.15408320493066255,0.15408320493066255
6.5,0.15379311743936316,-0.15396122630428524,0.15360861130839926,0.0,0.0,0.0,-5.303640679068895e-05,-0.00011507245813139758,-0.00023754253775460244,0.15384615384615385,-0.15384615384615385,0.15384615384615385
6.51,0.15355728155747828,-0.15372384700079506,0.1533744693476445,0.0,0.0,0.0,-5.254947170760077e-05,-0.00011401597160917996,-0.00023536168154136562,0.15360983102918588,-0.15360983102918588,0.15360983102918588
6.5200000000000005,0.1533221653845054,-0.1534872039127056,0.1531410289805836,0.0,0.0,0.0,-5.206774432895768e-05,-0.00011297078387122887,-0.0002332041482507562,0.15337423312883436,-0.15337423312883436,0.15337423312883436
6.53,0.15308776565360077,-0.1532512935717338,0.15290828716142815,0.0,0.0,0.0,-5.159116110058547e-05,-0.00011193675703244604,-0.000231069653273213,0.15313935681470137,-0.15313935681470137,0.15313935681470137
6.54,0.15285407911741888,-0.1530161125318562,0.15267624086085818,0.0,0.0,0.0,-5.111965933952082e-05,-0.00011091375509780235,-0.00022895791590021468,0.1529051987767584,-0.1529051987767584,0.1529051987767584
6.55,0.1526211025479701,-0.15278165736912444,0.15244488706592588,0.0,0.0,0.0,-5.065317722076219e-05,-0.00010990164393359689,-0.00022686865926496296,0.15267175572519084,-0.15267175572519084,0.15267175572519084
6.5600000000000005,0.15238883273647966,-0.1525479246814831,0.15221422277995983,0.0,0.0,0.0,-5.019165376424192e-05,-0.00010890029123919417,-0.00022480161028405761,0.1524390243902439,-0.1524390243902439,0.1524390243902439
6.57,0.15215726649324798,-0.15231491108858924,0.15198424502246985,0.0,0.0,0.0,-4.973502882201593e-05,-0.000107909566519235,-0.00022275649960014484,0.15220700152207,-0.15220700152207,0.15220700152207
6.58,0.15192640064751184,-0.1520826132316338,0.151754950829052,0.0,0.0,0.0,-4.9283243065666263e-05,-0.00010692934105630759,-0.0002207330615255165,0.1519756838905775,-0.1519756838905775,0.1519756838905775
6.59,0.1516962320473068,-0.1518510277731648,0.15152633725129408,0.0,0.0,0.0,-4.88362379739134e-05,-0.00010595948788407459,-0.00021873103398665136,0.15174506828528073,-0.15174506828528073,0.15174506828528073
6.6000000000000005,0.15146675755933106,-0.15162015139691234,0.15129840135668182,0.0,0.0,0.0,-4.839395582043405e-05,-0.00010499988176084604,-0.00021675015846967432,0.1515151515151515,-0.1515151515151515,0.1515151515151515
6.61,0.15123797406881012,-0.1513899808076156,0.15107114022850526,0.0,0.0,0.0,-4.79563396618812e-05,-0.00010405039914359,-0.00021479017996672048,0.151285930408472,-0.151285930408472,0.151285930408472
6.62,0.1510098784793627,-0.15116051273085118,0.15084455096576563,0.0,0.0,0.0,-4.752333332610195e-05,-0.00010311091816237279,-0.00021285084692318536,0.1510574018126888,-0.1510574018126888,0.1510574018126888
6.63,0.1507824677128679,-0.15093174391286368,0.15061863068308262,0.0,0.0,0.0,-4.709488140055043e-05,-0.00010218131859522327,-0.00021093191118584908,0.15082956259426847,-0.15082956259426847,0.15082956259426847
6.640000000000001,0.1505557387093333,-0.15070367112039762,0.15039337651060236,0.0,0.0,0.0,-4.6670929220891956e-05,-0.00010126148184340998,-0.00020903312795185412,0.1506024096385542,-0.1506024096385542,0.1506024096385542
6.65,0.15032968842676425,-0.15047629114053118,0.15016878559390553,0.0,0.0,0.0,-4.625142285979475e-05,-0.0001003512909071271,-0.0002071542557185257,0.15037593984962405,-0.15037593984962405,0.15037593984962405
6.66,0.15010431384103426,-0.15024960078051172,0.14994485509391614,0.0,0.0,0.0,-4.5836309115906116e-05,-9.945063036157954e-05,-0.00020529505623401482,0.15015015015015015,-0.15015015015015015,0.15015015015015015
6.67,0.14987961194575636,-0.15002359686759284,0.14972158218681061,0.0,0.0,0.0,-4.542553550300986e-05,-9.855938633346094e-05,-0.00020345529444875507,0.14992503748125938,-0.14992503748125938,0.14992503748125938
6.68,0.14965557975215588,-0.14979827624887304,0.14949896406392751,0.0,0.0,0.0,-4.501905023936142e-05,-9.767744647781794e-05,-0.00020163473846771367,0.14970059880239522,-0.14970059880239522,0.14970059880239522
6.69,0.14943221428894365,-0.14957363579113614,0.14927699793167742,0.0,0.0,0.0,-4.461680223719767e-05,-9.680469995529295e-05,-0.0001998331595034242,0.14947683109118085,-0.14947683109118085,0.14947683109118085
