r,U_00,U_01,U_11,hs_00,hs_01,hs_11,lj_00,lj_01,lj_11,coulomb_00,coulomb_01,coulomb_11
2.68,0.3623677547676225,-0.396445896494548,0.3251702809332149,0.0,0.0,0.0,-0.010766573590586432,-0.02331156813633908,-0.04796404742499405,0.3731343283582089,-0.3731343283582089,0.3731343283582089
2.69,0.36121793446041084,-0.3945460481126373,0.3248346799312642,0.0,0.0,0.0,-0.010529277435499952,-0.022798836216726535,-0.04691253196464662,0.3717472118959108,-0.3717472118959108,0.3717472118959108
2.7,0.3600723210567391,-0.3926695399571622,0.324482709747198,0.0,0.0,0.0,-0.010298049313631282,-0.02229916958679186,-0.04588766062317232,0.37037037037037035,-0.37037037037037035,0.37037037037037035
2.71,0.3589309770113669,-0.39081588107362014,0.3241150187733384,0.0,0.0,0.0,-0.010072713025533487,-0.02181219103671975,-0.04488867126356193,0.36900369003690037,-0.36900369003690037,0.36900369003690037
2.72,0.3577939607397244,-0.388984594298522,0.32373223295281395,0.0,0.0,0.0,-0.009853098083804962,-0.021337535474992644,-0.043914825870715414,0.3676470588235294,-0.3676470588235294,0.3676470588235294
2.73,0.35666132679112217,-0.3871752158022779,0.32333495657795563,0.0,0.0,0.0,-0.009639039509244083,-0.0208748495019116,-0.04296540972241067,0.3663003663003663,-0.3663003663003663,0.3663003663003663
2.74,0.3555331260147208,-0.3853872946489543,0.3229237730590399,0.0,0.0,0.0,-0.009430377634914205,-0.020423790999319274,-0.04203973059059512,0.36496350364963503,-0.36496350364963503,0.36496350364963503
2.75,0.3544094057185745,-0.38362039237223455,0.32249924566451244,0.0,0.0,0.0,-0.009226957917789158,-0.019984028735870886,-0.04113711797185121,0.36363636363636365,-0.36363636363636365,0.36363636363636365
2.7600000000000002,0.3532902098220463,-0.3818740825669362,0.322061918233783,0.0,0.0,0.0,-0.009028630757663792,-0.01955524198722614,-0.040256922345927114,0.3623188405797101,-0.3623188405797101,0.3623188405797101
2.77,0.3521755790018816,-0.3801479504954716,0.321612315863641,0.0,0.0,0.0,-0.008835251323028141,-0.01913712017056187,-0.03939851446126881,0.36101083032490977,-0.36101083032490977,0.36101083032490977
2.7800000000000002,0.3510655508322104,-0.3784415927086573,0.3211509455692998,0.0,0.0,0.0,-0.008646679383616901,-0.01872936249282995,-0.03856128464652754,0.3597122302158273,-0.3597122302158273,0.3597122302158273
2.79,0.3499601599187412,-0.3767546166803104,0.32067829692104155,0.0,0.0,0.0,-0.008462779149359164,-0.01833167761221007,-0.03774464214705879,0.35842293906810035,-0.35842293906810035,0.35842293906810035
2.8000000000000003,0.34885943802739255,-0.375086640455086,0.3201948426573943,0.0,0.0,0.0,-0.00828341911546456,-0.017943783312228914,-0.03694801448546284,0.3571428571428571,-0.3571428571428571,0.3571428571428571
2.81,0.347763414207602,-0.3734372923090372,0.3197010392757391,0.0,0.0,0.0,-0.00810847191339446,-0.01756540618804073,-0.03617084684525737,0.35587188612099646,-0.35587188612099646,0.35587188612099646
2.82,0.3466721149105371,-0.37180621042239864,0.3191973276012102,0.0,0.0,0.0,-0.007937814167477072,-0.017196281344384428,-0.035412601476804,0.3546099290780142,-0.3546099290780142,0.3546099290780142
2.83,0.3455855641024275,-0.37019304256411717,0.31868413333471696,0.0,0.0,0.0,-0.007771326356936464,-0.0168361521047532,-0.03467275712464702,0.35335689045936397,-0.35335689045936397,0.35335689045936397
2.84,0.34450378337322307,-0.3685974457876701,0.3181618675808844,0.0,0.0,0.0,-0.007608892683114982,-0.016484769731332054,-0.033950808475453675,0.35211267605633806,-0.35211267605633806,0.35211267605633806
2.85,0.34342679204077764,-0.3670190861377329,0.31763092735667947,0.0,0.0,0.0,-0.00745040094167847,-0.016141893155276775,-0.03324626562577667,0.3508771929824561,-0.3508771929824561,0.3508771929824561
2.86,0.34235460725074696,-0.36545763836727585,0.31709169608145893,0.0,0.0,0.0,-0.007295742399602756,-0.015807288716926177,-0.032558653568890775,0.3496503496503497,-0.3496503496503497,0.3496503496503497
2.87,0.3412872440723806,-0.36391278566468505,0.31654454404914606,0.0,0.0,0.0,-0.007144811676748298,-0.015480729915556135,-0.031887511699982815,0.3484320557491289,-0.3484320557491289,0.3484320557491289
2.88,0.3402247155903835,-0.3623842193905225,0.31598982888321836,0.0,0.0,0.0,-0.006997506631838758,-0.015161997168300296,-0.031232393339003864,0.3472222222222222,-0.3472222222222222,0.3472222222222222
2.89,0.33916703299300827,-0.36087163882355255,0.31542789597515725,0.0,0.0,0.0,-0.006853728252666449,-0.014850877577877859,-0.030592865270517453,0.3460207612456747,-0.3460207612456747,0.3460207612456747
2.9,0.33811420565654066,-0.35937475091568044,0.3148590789069909,0.0,0.0,0.0,-0.0067133805503559445,-0.014547164708783892,-0.029968507299905685,0.3448275862068966,-0.3448275862068966,0.3448275862068966
2.91,0.3370662412263251,-0.35789327005546034,0.31428369985853144,0.0,0.0,0.0,-0.006576370457523711,-0.014250658371611548,-0.029358911825317385,0.3436426116838488,-0.3436426116838488,0.3436426116838488
2.92,0.3360231456944785,-0.3564269178398473,0.3137020699998889,0.0,0.0,0.0,-0.006442607730179042,-0.013961164415189771,-0.028763683424768594,0.3424657534246575,-0.3424657534246575,0.3424657534246575
2.93,0.3349849234744273,-0.35497542285387734,0.313114489869818,0.0,0.0,0.0,-0.006312004853217719,-0.013678494526232312,-0.028182438457827034,0.341296928327645,-0.341296928327645,0.341296928327645
2.94,0.33395157747240223,-0.3535385204579761,0.31252124974043366,0.0,0.0,0.0,-0.006184476949366483,-0.013402466036207423,-0.027614804681335058,0.3401360544217687,-0.3401360544217687,0.3401360544217687
2.95,0.3329231091560155,-0.35211595258260603,0.31192262996881115,0.0,0.0,0.0,-0.006059941691442159,-0.013132901735148438,-0.027060420878646466,0.3389830508474576,-0.3389830508474576,0.3389830508474576
2.96,0.3318995186200427,-0.35070746752997567,0.31131890133596474,0.0,0.0,0.0,-0.005938319217795167,-0.012869629692137818,-0.026518936501873078,0.33783783783783783,-0.33783783783783783,0.33783783783783783
2.97,0.33088080464952413,-0.34931281978254425,0.31071032537368043,0.0,0.0,0.0,-0.005819532050812523,-0.012612483082207585,-0.025990011326656258,0.33670033670033667,-0.33670033670033667,0.33670033670033667
2.98,0.3298669647802969,-0.3479317698180678,0.3100971546796599,0.0,0.0,0.0,-0.005703505018360785,-0.012361300019410031,-0.025473315118997815,0.33557046979865773,-0.33557046979865773,0.33557046979865773
2.99,0.3288579953570628,-0.34656408393093907,0.30947963322141486,0.0,0.0,0.0,-0.005590165178054259,-0.012115923395822025,-0.02496852731370219,0.33444816053511706,-0.33444816053511706,0.33444816053511706
3.0,0.32785389158909456,-0.34520953405959,0.30885799662933333,0.0,0.0,0.0,-0.0054794417442387755,-0.011876200726256676,-0.02447533670399999,0.3333333333333333,-0.3333333333333333,0.3333333333333333
3.0100000000000002,0.3268546476036768,-0.3438678976197268,0.3082324724793239,0.0,0.0,0.0,-0.005371266017585665,-0.011641983998464365,-0.023993441141938514,0.3322259136212624,-0.3322259136212624,0.3322259136212624
3.02,0.32586025649737443,-0.34253895734318446,0.30760328056542746,0.0,0.0,0.0,-0.005265571317195141,-0.01141312952861492,-0.023522547249142125,0.33112582781456956,-0.33112582781456956,0.33112582781456956
3.0300000000000002,0.3248707103852177,-0.34122250112219027,0.3069706331627705,0.0,0.0,0.0,-0.00516229291511232,-0.011189497821860232,-0.023062370137559535,0.33003300330033003,-0.33003300330033003,0.33003300330033003
3.04,0.32388600044788934,-0.3399183218588382,0.3063347352812216,0.0,0.0,0.0,-0.005061367973163305,-0.010970953437785529,-0.022612633139831015,0.32894736842105265,-0.32894736842105265,0.32894736842105265
3.0500000000000003,0.3229061169769941,-0.3386262173195809,0.3056957849100949,0.0,0.0,0.0,-0.00496273548202225,-0.010757364860564554,-0.02217306754892147,0.32786885245901637,-0.32786885245901637,0.32786885245901637
3.06,0.32193104941849066,-0.33734598999455684,0.3050539732542347,0.0,0.0,0.0,-0.0048663362024243696,-0.010548604373641803,-0.021743412366680297,0.32679738562091504,-0.32679738562091504,0.32679738562091504
3.0700000000000003,0.3209607864143583,-0.3360774469615731,0.3044094849618008,0.0,0.0,0.0,-0.004772112608442969,-0.0103445479387718,-0.021323414061000488,0.3257328990228013,-0.3257328990228013,0.3257328990228013
3.08,0.3199953158425724,-0.33482039975457695,0.3037624983440608,0.0,0.0,0.0,-0.004680008832752247,-0.01014507507925228,-0.02091282633126383,0.3246753246753247,-0.3246753246753247,0.3246753246753247
3.09,0.3190346248554552,-0.3335746642364503,0.3031131855874865,0.0,0.0,0.0,-0.004589970613800527,-0.009950068767194616,-0.020511409881769176,0.3236245954692557,-0.3236245954692557,0.3236245954692557
3.1,0.3180786999164685,-0.3323400604759714,0.3024617129584363,0.0,0.0,0.0,-0.004501945244821846,-0.00975941531468113,-0.020118932202854007,0.3225806451612903,-0.3225806451612903,0.3225806451612903
3.11,0.317127526835512,-0.3311164126287935,0.301808241000699,0.0,0.0,0.0,-0.004415881524616659,-0.009573004268664882,-0.019735167359429637,0.3215434083601286,-0.3215434083601286,0.3215434083601286
3.12,0.31618109080278534,-0.3299035488222936,0.301152924726159,0.0,0.0,0.0,-0.004331729710035139,-0.009390728309473106,-0.01935989578666145,0.3205128205128205,-0.3205128205128205,0.3205128205128205
3.13,0.3152393764212743,-0.328701301044155,0.300495913798838,0.0,0.0,0.0,-0.004249441470099466,-0.009212483152781222,-0.018992904092535817,0.3194888178913738,-0.3194888178913738,0.3194888178913738
3.14,0.3143023677379141,-0.32750950503454723,0.29983735271255274,0.0,0.0,0.0,-0.004168969841703747,-0.009038167454929403,-0.0186339848670651,0.3184713375796178,-0.3184713375796178,0.3184713375796178
3.15,0.31337004827348447,-0.32632800018177616,0.2991773809624256,0.0,0.0,0.0,-0.00409026918683296,-0.008867682721458705,-0.018282936497891873,0.31746031746031744,-0.31746031746031744,0.31746031746031744
3.16,0.3124424010512872,-0.32515662942128043,0.2985161332104695,0.0,0.0,0.0,-0.004013295151244434,-0.0087009332187488,-0.017939562992062143,0.3164556962025316,-0.3164556962025316,0.3164556962025316
3.17,0.31151940862465355,-0.32399523913785505,0.2978537394454647,0.0,0.0,0.0,-0.003938004624557774,-0.008537825888643711,-0.017603673803746587,0.31545741324921134,-0.31545741324921134,0.31545741324921134
3.18,0.31060105310333025,-0.322843679070988,0.2971903251373346,0.0,0.0,0.0,-0.003864355701701202,-0.008378270265956535,-0.0172750836676968,0.31446540880503143,-0.31446540880503143,0.31446540880503143
3.19,0.30968731617878703,-0.32170180222319994,0.29652601138621953,0.0,0.0,0.0,-0.0037923076456644147,-0.008222178398748486,-0.016953612438231926,0.31347962382445144,-0.31347962382445144,0.31347962382445144
3.2,0.30877817914849004,-0.32056946477128134,0.2958609150664415,0.0,0.0,0.0,-0.0037218208515099604,-0.008069464771281338,-0.016639084933558465,0.3125,-0.3125,0.3125
3.21,0.3078736229391817,-0.31944652598032547,0.2951951489655448,0.0,0.0,0.0,-0.0036528568115971236,-0.007920046229546679,-0.016331330785234018,0.3115264797507788,-0.3115264797507788,0.3115264797507788
3.22,0.3069736281292061,-0.31833284812045887,0.2945288219185882,0.0,0.0,0.0,-0.003585378081973994,-0.007773841909278743,-0.016030184292591912,0.3105590062111801,-0.3105590062111801,0.3105590062111801
3.23,0.306078174969919,-0.3172282963861758,0.29386203893786245,0.0,0.0,0.0,-0.00351934824989526,-0.007630773166361541,-0.015735484281951845,0.30959752321981426,-0.30959752321981426,0.30959752321981426
3.24,0.3051872434062171,-0.31613273881818604,0.29319490133819504,0.0,0.0,0.0,-0.0034547319024248206,-0.007490763509544094,-0.015447073970446923,0.30864197530864196,-0.30864197530864196,0.30864197530864196
3.25,0.3043008130962237,-0.31504604622768895,0.2925275068580028,0.0,0.0,0.0,-0.003391494596084029,-0.007353738535381216,-0.015164800834304947,0.3076923076923077,-0.3076923076923077,0.3076923076923077
3.2600000000000002,0.303418863430161,-0.31396809212298893,0.2918599497762418,0.0,0.0,0.0,-0.0033296028275077126,-0.007219625865320206,-0.014888516481426892,0.3067484662576687,-0.3067484662576687,0.3067484662576687
3.27,0.30254137354844496,-0.31289875263837386,0.2911923210254046,0.0,0.0,0.0,-0.0032690240050718303,-0.007088355084857037,-0.014618076528112214,0.3058103975535168,-0.3058103975535168,0.3058103975535168
3.2800000000000002,0.30166832235903,-0.31183790646517623,0.29052470830070204,0.0,0.0,0.0,-0.0032097264214578022,-0.006959857684688417,-0.014353340479785773,0.3048780487804878,-0.3048780487804878,0.3048780487804878
3.29,0.300799688554035,-0.31078543478494397,0.28985719616556843,0.0,0.0,0.0,-0.0031516792271200247,-0.006834067003788962,-0.014094171615586563,0.303951367781155,-0.303951367781155,0.303951367781155
3.3000000000000003,0.2999354506256786,-0.3097412212046484,0.28918986615361925,0.0,0.0,0.0,-0.0030948524046243552,-0.006710918174345423,-0.013840436876683723,0.303030303030303,-0.303030303030303,0.303030303030303
3.31,0.29907558688155106,-0.3087051516938601,0.288522796867187,0.0,0.0,0.0,-0.0030392167438265463,-0.006590348068482478,-0.013592006758190594,0.3021148036253776,-0.3021148036253776,0.3021148036253776
3.3200000000000003,0.2982200754592476,-0.30767711452382535,0.28785606407255687,0.0,0.0,0.0,-0.002984743817860804,-0.006472295246716921,-0.013348755204551518,0.3012048192771084,-0.3012048192771084,0.3012048192771084
3.33,0.29736889434039043,-0.30665700020838016,0.2871897407920185,0.0,0.0,0.0,-0.0029314059599098714,-0.0063566999080798435,-0.01311055950828183,0.3003003003003003,-0.3003003003003003,0.3003003003003003
3.34,0.29652202136406147,-0.30564470144663863,0.2865238973928456,0.0,0.0,0.0,-0.0028791762407289543,-0.006243503841848211,-0.012877300211944805,0.29940119760479045,-0.29940119760479045,0.29940119760479045
3.35,0.2956794342396701,-0.30464011306739686,0.2858586016733127,0.0,0.0,0.0,-0.0028280284468970495,-0.006132650380829741,-0.012648861013254492,0.29850746268656714,-0.29850746268656714,0.29850746268656714
3.36,0.29484111055927753,-0.3036431319751947,0.2851939189458508,0.0,0.0,0.0,-0.0027779370597701084,-0.006024084356147098,-0.01242512867319685,0.2976190476190476,-0.2976190476190476,0.2976190476190476
3.37,0.2940070278093989,-0.3026536570979795,0.28452991211744466,0.0,0.0,0.0,-0.00272887723511143,-0.005917752053469108,-0.012205992927065711,0.29673590504451036,-0.29673590504451036,0.29673590504451036
3.38,0.2931771633823047,-0.30167158933631966,0.28386664176736637,0.0,0.0,0.0,-0.0026808247833757515,-0.005813601170639192,-0.011991346398314123,0.2958579881656805,-0.2958579881656805,0.2958579881656805
3.39,0.29235149458683896,-0.3006968315141155,0.2832041662223384,0.0,0.0,0.0,-0.00263375615062416,-0.0057115807766524125,-0.011781084515124742,0.2949852507374631,-0.2949852507374631,0.2949852507374631
3.4,0.2915299986587755,-0.2997292883307585,0.2825425416292165,0.0,0.0,0.0,-0.002587648400048039,-0.005611641271934996,-0.011575105429607033,0.29411764705882354,-0.29411764705882354,0.29411764705882354
3.41,0.29071265277072844,-0.29876886631469063,0.2818818220252775,0.0,0.0,0.0,-0.002542479194080878,-0.005513734349881307,-0.011373309939531845,0.29325513196480935,-0.29325513196480935,0.29325513196480935
3.42,0.2898994340416357,-0.2978154737783188,0.2812220594061957,0.0,0.0,0.0,-0.0024982267770777243,-0.00541781295960537,-0.011175601412517704,0.29239766081871343,-0.29239766081871343,0.29239766081871343
3.43,0.2890903195458305,-0.2968690207742384,0.2805633037917875,0.0,0.0,0.0,-0.002454869958542664,-0.005323831269865254,-0.010981885712585602,0.29154518950437314,-0.29154518950437314,0.29154518950437314
3.44,0.28828528632171907,-0.2959294190527252,0.27990560328960185,0.0,0.0,0.0,-0.0024123880968855986,-0.005231744634120531,-0.010792071129002838,0.29069767441860467,-0.29069767441860467,0.29069767441860467
3.45,0.287484311380078,-0.29499658202045215,0.2792490041564295,0.0,0.0,0.0,-0.0023707610836901025,-0.005141509556684044,-0.010606068307338649,0.2898550724637681,-0.2898550724637681,0.2898550724637681
3.46,0.28668737171198744,-0.2940704247003935,0.27859355085780485,0.0,0.0,0.0,-0.002329969328475006,-0.005053083659931056,-0.01042379018265761,0.28901734104046245,-0.28901734104046245,0.28901734104046245
3.47,0.28589444429641303,-0.29315086369287574,0.27793928612556673,0.0,0.0,0.0,-0.002289993743932804,-0.004966425652529924,-0.01024515191477908,0.2881844380403458,-0.2881844380403458,0.2881844380403458
3.48,0.28510550610745167,-0.2922378171377403,0.27728625101354654,0.0,0.0,0.0,-0.0022508157316287565,-0.00488149529865981,-0.010070070825533906,0.28735632183908044,-0.28735632183908044,0.28735632183908044
3.49,0.2843205341212532,-0.29133120467758056,0.2766344849514466,0.0,0.0,0.0,-0.00221241716814505,-0.004798253388182273,-0.009898466337951663,0.28653295128939826,-0.28653295128939826,0.28653295128939826
3.5,0.2835395053226307,-0.29043094742202036,0.27598402579697123,0.0,0.0,0.0,-0.0021747803916549904,-0.00471666170773468,-0.00973025991731444,0.2857142857142857,-0.2857142857142857,0.2857142857142857
3.5100000000000002,0.28276239671137215,-0.28953696791299943,0.27533490988626974,0.0,0.0,0.0,-0.0021378881889127523,-0.004636683012714531,-0.009565375014015191,0.2849002849002849,-0.2849002849002849,0.2849002849002849
3.52,0.2819891853082644,-0.28864919009103424,0.27468717208274807,0.0,0.0,0.0,-0.0021017237826447036,-0.0045582810001251,-0.009403737008161073,0.2840909090909091,-0.2840909090909091,0.2840909090909091
3.5300000000000002,0.2812198481608411,-0.28776753926242343,0.274040845824306,0.0,0.0,0.0,-0.0020662708193288706,-0.0044814202822534635,-0.00924527315586401,0.28328611898017,-0.28328611898017,0.28328611898017
3.54,0.2804543623488651,-0.2868919420673682,0.27339596316905146,0.0,0.0,0.0,-0.0020315133573495653,-0.004406066361153483,-0.009089912537163238,0.2824858757062147,-0.2824858757062147,0.2824858757062147
3.5500000000000003,0.27969270498955573,-0.2860223264489773,0.27275255483954447,0.0,0.0,0.0,-0.0019974358555146566,-0.004332185603906935,-0.008937586005525935,0.2816901408450704,-0.2816901408450704,0.2816901408450704
3.56,0.27893485324257095,-0.28515862162313155,0.2721106502656198,0.0,0.0,0.0,-0.001964023161923471,-0.004259745218637142,-0.008788226138874563,0.2808988764044944,-0.2808988764044944,0.2808988764044944
3.5700000000000003,0.2781807843147535,-0.28430075804917737,0.2714702776258365,0.0,0.0,0.0,-0.001931260503173634,-0.004188713231250183,-0.008641767192090678,0.2801120448179272,-0.2801120448179272,0.2801120448179272
3.58,0.2774304754646517,-0.28344866740142743,0.2708314638876,0.0,0.0,0.0,-0.001899133473895739,-0.004119058462879945,-0.008498145050947477,0.27932960893854747,-0.27932960893854747,0.27932960893854747
3.59,0.27668390400682125,-0.28260228254143993,0.2701942348460019,0.0,0.0,0.0,-0.0018676280266049406,-0.004050750508013728,-0.008357297187424256,0.2785515320334262,-0.2785515320334262,0.2785515320334262
3.6,0.2759410473159187,-0.28176153749105404,0.2695586151614196,0.0,0.0,0.0,-0.0018367304618590995,-0.003983759713276265,-0.008219162616358163,0.2777777777777778,-0.2777777777777778,0.2777777777777778
3.61,0.27520188283059405,-0.2809263674061582,0.2689246283959176,0.0,0.0,0.0,-0.0018064274187134315,-0.003918057156850647,-0.008083681853389951,0.2770083102493075,-0.2770083102493075,0.2770083102493075
3.62,0.27446638805719004,-0.2800967085511673,0.2682922970484901,0.0,0.0,0.0,-0.0017767058654619247,-0.003853614628515374,-0.007950796874161822,0.27624309392265195,-0.27624309392265195,0.27624309392265195
3.63,0.27373454057325564,-0.2792724982741895,0.2676616425891846,0.0,0.0,0.0,-0.0017475530906562,-0.00379040461027761,-0.007820451074727206,0.27548209366391185,-0.27548209366391185,0.27548209366391185
3.64,0.27300631803088193,-0.27845367498285795,0.2670326854921413,0.0,0.0,0.0,-0.0017189566943927692,-0.003728400257583238,-0.007692589233133377,0.2747252747252747,-0.2747252747252747,0.2747252747252747
3.65,0.272281698159866,-0.27764017812081115,0.2664054452675866,0.0,0.0,0.0,-0.0016909045798599932,-0.0036675753810851636,-0.0075671574721394574,0.273972602739726,-0.273972602739726,0.273972602739726
3.66,0.2715606587707107,-0.27683194814479883,0.2657799404928136,0.0,0.0,0.0,-0.0016633849451363073,-0.0036079044289518488,-0.007444103223033374,0.27322404371584696,-0.27322404371584696,0.27322404371584696
3.67,0.2708431777574659,-0.2760289265023963,0.2651561888421848,0.0,0.0,0.0,-0.0016363862752316449,-0.003549362469698708,-0.00732337519051279,0.2724795640326976,-0.2724795640326976,0.2724795640326976
3.68,0.2701292331004184,-0.2752310556103082,0.26453420711618647,0.0,0.0,0.0,-0.0016098973343641693,-0.0034919251755255822,-0.0072049233185960985,0.2717391304347826,-0.2717391304347826,0.2717391304347826
3.69,0.26941880286863545,-0.2744382788332445,0.2639140112695694,0.0,0.0,0.0,-0.001583907158464829,-0.003435568806144201,-0.007088698757530889,0.2710027100271003,-0.2710027100271003,0.2710027100271003
3.7,0.2687118652223679,-0.2736505404633501,0.26329561643860216,0.0,0.0,0.0,-0.001558405047902347,-0.0033802701930798628,-0.006974653831668063,0.27027027027027023,-0.27027027027027023,0.27027027027027023
3.71,0.26800839841531954,-0.2728677857001736,0.2626790369674698,0.0,0.0,0.0,-0.0015333805604217047,-0.0033260067244323733,-0.006862742008271397,0.2695417789757412,-0.2695417789757412,0.2695417789757412
3.72,0.26730838079678604,-0.27208996063115687,0.2620642864338425,0.0,0.0,0.0,-0.001508823504289209,-0.0032727563300815965,-0.006752917867232769,0.26881720430107525,-0.26881720430107525,0.26881720430107525
3.73,0.26661179081367065,-0.2713170122126319,0.2614513776736435,0.0,0.0,0.0,-0.0014847239316376694,-0.0032204974673235532,-0.006645137071664782,0.2680965147453083,-0.2680965147453083,0.2680965147453083
3.74,0.26591860701237974,-0.27054888825130846,0.2608403228050418,0.0,0.0,0.0,-0.0014610721320052716,-0.0031692091069234866,-0.006539356339343161,0.267379679144385,-0.267379679144385,0.267379679144385
3.75,0.2652288080406046,-0.26978553738623945,0.2602311332516943,0.0,0.0,0.0,-0.0014378586260620763,-0.0031188707195727626,-0.00643553341497236,0.26666666666666666,-0.26666666666666666,0.26666666666666666
3.7600000000000002,0.2645423726489925,-0.2690269090712475,0.25962381976526205,0.0,0.0,0.0,-0.0014150741595181614,-0.003069462262736882,-0.006333627043248598,0.26595744680851063,-0.26595744680851063,0.26595744680851063
3.77,0.26385927969271267,-0.26827295355780284,0.25901839244722474,0.0,0.0,0.0,-0.0013927096972077655,-0.0030209641678823874,-0.0062335969426957055,0.26525198938992045,-0.26525198938992045,0.26525198938992045
3.7800000000000002,0.2631795081329207,-0.26752362187833534,0.2584148607700151,0.0,0.0,0.0,-0.0013707564173438436,-0.0029733573280708004,-0.006135403780249441,0.26455026455026454,-0.26455026455026454,0.26455026455026454
3.79,0.26250303703812555,-0.26677886582997146,0.2578132335974959,0.0,0.0,0.0,-0.0013492057059377538,-0.0029266230859081492,-0.00603900914656739,0.2638522427440633,-0.2638522427440633,0.2638522427440633
3.8000000000000003,0.26182984558546324,-0.2660386379586811,0.2572135192048003,0.0,0.0,0.0,-0.0013280491513788662,-0.0028807432218389837,-0.005944375532041814,0.2631578947368421,-0.2631578947368421,0.2631578947368421
3.81,0.2611599130618807,-0.26530289154382414,0.25661572529755605,0.0,0.0,0.0,-0.001307278539169166,-0.00283569994277429,-0.0058514663034938096,0.26246719160104987,-0.26246719160104987,0.26246719160104987
3.8200000000000003,0.2604932188652339,-0.2645715805830847,0.25601985903051405,0.0,0.0,0.0,-0.0012868858468079937,-0.0027914758710428297,-0.005760245681527848,0.2617801047120419,-0.2617801047120419,0.2617801047120419
3.83,0.259829742505303,-0.2638446597777813,0.2554259270255989,0.0,0.0,0.0,-0.0012668632388222953,-0.0027480540336560374,-0.005670678718526394,0.2610966057441253,-0.2610966057441253,0.2610966057441253
3.84,0.2591694636047288,-0.26312208451854346,0.25483393538940174,0.0,0.0,0.0,-0.001247203061937876,-0.002705417851876752,-0.005582731277264941,0.2604166666666667,-0.2604166666666667,0.2604166666666667
3.85,0.2585123618998724,-0.2624038108713422,0.2542438897301311,0.0,0.0,0.0,-0.001227897840387296,-0.002663551131082444,-0.005496370010128592,0.2597402597402597,-0.2597402597402597,0.2597402597402597
3.86,0.25785841724160313,-0.26168979556386734,0.2536557951740416,0.0,0.0,0.0,-0.001208940271350249,-0.0026224380509139674,-0.005411562338911823,0.2590673575129534,-0.2590673575129534,0.2590673575129534
3.87,0.25720760959601513,-0.2609799959722385,0.2530696563813538,0.0,0.0,0.0,-0.0011903232205222893,-0.0025820631557010396,-0.005328276435183624,0.25839793281653745,-0.25839793281653745,0.25839793281653745
3.88,0.2565599190450786,-0.26027437010804266,0.25248547756168566,0.0,0.0,0.0,-0.0011720397178080662,-0.002542411345156039,-0.005246481201200947,0.2577319587628866,-0.2577319587628866,0.2577319587628866
3.89,0.2559153257872247,-0.25957287660568784,0.2519032624890061,0.0,0.0,0.0,-0.0011540829531351711,-0.002503467865327959,-0.005166146251353812,0.2570694087403599,-0.2570694087403599,0.2570694087403599
3.9,0.2552738101378714,-0.25887547471006506,0.25132301451613037,0.0,0.0,0.0,-0.001136446272385018,-0.0024652182998086266,-0.005087241894126043,0.25641025641025644,-0.25641025641025644,0.25641025641025644
3.91,0.2546353525298877,-0.2581821242645083,0.2507447365887688,0.0,0.0,0.0,-0.0011191231734371167,-0.002427648561183497,-0.005009739114556054,0.2557544757033248,-0.2557544757033248,0.2557544757033248
3.92,0.2539999335140032,-0.25749278569904627,0.2501684312591438,0.0,0.0,0.0,-0.0011021073023233764,-0.0023907448827197326,-0.0049336095571827394,0.25510204081632654,-0.25510204081632654,0.25510204081632654
3.93,0.2533675337591623,-0.2568074200189357,0.24959410069918964,0.0,0.0,0.0,-0.0010853924494890574,-0.0023544938102842954,-0.00485882550946176,0.2544529262086514,-0.2544529262086514,0.2544529262086514
3.94,0.2527381340528276,-0.25612598879347004,0.24902174671334634,0.0,0.0,0.0,-0.0010689725461571916,-0.0023188821944852564,-0.0047853598856384,0.25380710659898476,-0.25380710659898476,0.25380710659898476
3.95,0.25211171530123194,-0.2554484541450548,0.2484513707509622,0.0,0.0,0.0,-0.0010528416607933427,-0.002283897183029531,-0.004713186211063068,0.2531645569620253,-0.2531645569620253,0.2531645569620253
3.96,0.25148825852958484,-0.25477477873854315,0.247882973918316,0.0,0.0,0.0,-0.0010369939956677025,-0.0022495262132906364,-0.004642278606936538,0.25252525252525254,-0.25252525252525254,0.25252525252525254
3.97,0.25086774488223146,-0.2541049257708232,0.24731655699027114,0.0,0.0,0.0,-0.0010214238835115994,-0.0022157570050801486,-0.004572611775471934,0.2518891687657431,-0.2518891687657431,0.2518891687657431
3.98,0.25025015562276953,-0.253438858960652,0.24675212042157385,0.0,0.0,0.0,-0.0010061257842656256,-0.002182577553616843,-0.004504160985461313,0.25125628140703515,-0.25125628140703515,0.25125628140703515
3.99,0.24963547213412346,-0.25277654253872767,0.2461896643578054,0.0,0.0,0.0,-0.0009910942819166214,-0.002149976122687603,-0.004436902058234678,0.2506265664160401,-0.2506265664160401,0.2506265664160401
4.0,0.2490236759185791,-0.25211794123799447,0.245629188646,0.0,0.0,0.0,-0.0009763240814208984,-0.0021179412379944587,-0.004370811353999999,0.25,-0.25,0.25
4.01,0.24841474859778015,-0.2514630202841735,0.24507069284493832,0.0,0.0,0.0,-0.0009618100057111416,-0.002086461680682191,-0.0043058657585529625,0.24937655860349128,-0.24937655860349128,0.24937655860349128
4.0200000000000005,0.2478086719126881,-0.25081174538651385,0.24451417623512703,0.0,0.0,0.0,-0.0009475469927845117,-0.0020555264810412583,-0.004242042670345574,0.24875621890547261,-0.24875621890547261,0.24875621890547261
