   9.050  -0.21936   0.21936  -0.21936
   9.100  -0.21816   0.21816  -0.21816
   9.150  -0.21696   0.21696  -0.21696
   9.200  -0.21578   0.21578  -0.21578
   9.250  -0.21462   0.21462  -0.21462
   9.300  -0.21346   0.21346  -0.21346
   9.350  -0.21232   0.21232  -0.21232
   9.400  -0.21119   0.21119  -0.21119
   9.450  -0.21008   0.21008  -0.21008
   9.500  -0.20897   0.20897  -0.20897
   9.550  -0.20788   0.20788  -0.20788
   9.600  -0.20679   0.20679  -0.20679
   9.650  -0.20572   0.20572  -0.20572
   9.700  -0.20466   0.20466  -0.20466
   9.750  -0.20361   0.20361  -0.20361
   9.800  -0.20257   0.20257  -0.20257
   9.850  -0.20154   0.20154  -0.20154
   9.900  -0.20053   0.20053  -0.20053
   9.950  -0.19952   0.19952  -0.19952
  10.000  -0.19852   0.19852  -0.19852
  10.050  -0.19753   0.19753  -0.19753
  10.100  -0.19656   0.19656  -0.19656
  10.150  -0.19559   0.19559  -0.19559
  10.200  -0.19463   0.19463  -0.19463
  10.250  -0.19368   0.19368  -0.19368
  10.300  -0.19274   0.19274  -0.19274
  10.350  -0.19181   0.19181  -0.19181
  10.400  -0.19089   0.19089  -0.19089
  10.450  -0.18997   0.18997  -0.18997
  10.500  -0.18907   0.18907  -0.18907
  10.550  -0.18817   0.18817  -0.18817
  10.600  -0.18728   0.18728  -0.18728
  10.650  -0.18641   0.18641  -0.18641
  10.700  -0.18553   0.18553  -0.18553
  10.750  -0.18467   0.18467  -0.18467
  10.800  -0.18382   0.18382  -0.18382
  10.850  -0.18297   0.18297  -0.18297
  10.900  -0.18213   0.18213  -0.18213
  10.950  -0.18130   0.18130  -0.18130
  11.000  -0.18047   0.18047  -0.18047
  11.050  -0.17966   0.17966  -0.17966
  11.100  -0.17885   0.17885  -0.17885
  11.150  -0.17805   0.17805  -0.17805
  11.200  -0.17725   0.17725  -0.17725
  11.250  -0.17646   0.17646  -0.17646
  11.300  -0.17568   0.17568  -0.17568
  11.350  -0.17491   0.17491  -0.17491
  11.400  -0.17414   0.17414  -0.17414
  11.450  -0.17338   0.17338  -0.17338
  11.500  -0.17263   0.17263  -0.17263
  11.550  -0.17188   0.17188  -0.17188
  11.600  -0.17114   0.17114  -0.17114
  11.650  -0.17040   0.17040  -0.17040
  11.700  -0.16968   0.16968  -0.16968
  11.750  -0.16895   0.16895  -0.16895
  11.800  -0.16824   0.16824  -0.16824
  11.850  -0.16753   0.16753  -0.16753
  11.900  -0.16683   0.16683  -0.16683
  11.950  -0.16613   0.16613  -0.16613
  12.000  -0.16543   0.16543  -0.16543
  12.050  -0.16475   0.16475  -0.16475
  12.100  -0.16407   0.16407  -0.16407
  12.150  -0.16339   0.16339  -0.16339
  12.200  -0.16272   0.16272  -0.16272
  12.250  -0.16206   0.16206  -0.16206
  12.300  -0.16140   0.16140  -0.16140
  12.350  -0.16075   0.16075  -0.16075
  12.400  -0.16010   0.16010  -0.16010
  12.450  -0.15946   0.15946  -0.15946
  12.500  -0.15882   0.15882  -0.15882
  12.550  -0.15818   0.15818  -0.15818
  12.600  -0.15756   0.15756  -0.15756
  12.650  -0.15693   0.15693  -0.15693
  12.700  -0.15632   0.15632  -0.15632
  12.750  -0.15570   0.15570  -0.15570
  12.800  -0.15510   0.15510  -0.15510
  12.850  -0.15449   0.15449  -0.15449
  12.900  -0.15389   0.15389  -0.15389
  12.950  -0.15330   0.15330  -0.15330
  13.000  -0.15271   0.15271  -0.15271
  13.050  -0.15212   0.15212  -0.15212
  13.100  -0.15154   0.15154  -0.15154
  13.150  -0.15097   0.15097  -0.15097
  13.200  -0.15040   0.15040  -0.15040
  13.250  -0.14983   0.14983  -0.14983
  13.300  -0.14926   0.14926  -0.14926
  13.350  -0.14871   0.14871  -0.14871
  13.400  -0.14815   0.14815  -0.14815
  13.450  -0.14760   0.14760  -0.14760
  13.500  -0.14705   0.14705  -0.14705
  13.550  -0.14651   0.14651  -0.14651
  13.600  -0.14597   0.14597  -0.14597
  13.650  -0.14544   0.14544  -0.14544
  13.700  -0.14491   0.14491  -0.14491
  13.750  -0.14438   0.14438  -0.14438
  13.800  -0.14386   0.14386  -0.14386
  13.850  -0.14334   0.14334  -0.14334
  13.900  -0.14282   0.14282  -0.14282
  13.950  -0.14231   0.14231  -0.14231
  14.000  -0.14180   0.14180  -0.14180
  14.050  -0.14130   0.14130  -0.14130
  14.100  -0.14080   0.14080  -0.14080
  14.150  -0.14030   0.14030  -0.14030
  14.200  -0.13980   0.13980  -0.13980
  14.250  -0.13931   0.13931  -0.13931
  14.300  -0.13883   0.13883  -0.13883
  14.350  -0.13834   0.13834  -0.13834
  14.400  -0.13786   0.13786  -0.13786
  14.450  -0.13739   0.13739  -0.13739
  14.500  -0.13691   0.13691  -0.13691
  14.550  -0.13644   0.13644  -0.13644
  14.600  -0.13597   0.13597  -0.13597
  14.650  -0.13551   0.13551  -0.13551
  14.700  -0.13505   0.13505  -0.13505
  14.750  -0.13459   0.13459  -0.13459
  14.800  -0.13414   0.13414  -0.13414
  14.850  -0.13368   0.13368  -0.13368
  14.900  -0.13324   0.13324  -0.13324
  14.950  -0.13279   0.13279  -0.13279
  15.000  -0.13235   0.13235  -0.13235
  15.050  -0.13191   0.13191  -0.13191
  15.100  -0.13147   0.13147  -0.13147
  15.150  -0.13104   0.13104  -0.13104
  15.200  -0.13061   0.13061  -0.13061
  15.250  -0.13018   0.13018  -0.13018
  15.300  -0.12975   0.12975  -0.12975
  15.350  -0.12933   0.12933  -0.12933
  15.400  -0.12891   0.12891  -0.12891
  15.450  -0.12849   0.12849  -0.12849
  15.500  -0.12808   0.12808  -0.12808
  15.550  -0.12767   0.12767  -0.12767
  15.600  -0.12726   0.12726  -0.12726
  15.650  -0.12685   0.12685  -0.12685
  15.700  -0.12645   0.12645  -0.12645
  15.750  -0.12605   0.12605  -0.12605
  15.800  -0.12565   0.12565  -0.12565
  15.850  -0.12525   0.12525  -0.12525
  15.900  -0.12486   0.12486  -0.12486
  15.950  -0.12447   0.12447  -0.12447
  16.000  -0.12408   0.12408  -0.12408
  16.050  -0.12369   0.12369  -0.12369
  16.100  -0.12331   0.12331  -0.12331
  16.150  -0.12292   0.12292  -0.12292
  16.200  -0.12254   0.12254  -0.12254
  16.250  -0.12217   0.12217  -0.12217
  16.300  -0.12179   0.12179  -0.12179
  16.350  -0.12142   0.12142  -0.12142
  16.400  -0.12105   0.12105  -0.12105
  16.450  -0.12068   0.12068  -0.12068
  16.500  -0.12032   0.12032  -0.12032
  16.550  -0.11995   0.11995  -0.11995
  16.600  -0.11959   0.11959  -0.11959
  16.650  -0.11923   0.11923  -0.11923
  16.700  -0.11888   0.11888  -0.11888
  16.750  -0.11852   0.11852  -0.11852
  16.800  -0.11817   0.11817  -0.11817
  16.850  -0.11782   0.11782  -0.11782
  16.900  -0.11747   0.11747  -0.11747
  16.950  -0.11712   0.11712  -0.11712
  17.000  -0.11678   0.11678  -0.11678
  17.050  -0.11644   0.11644  -0.11644
  17.100  -0.11609   0.11609  -0.11609
  17.150  -0.11576   0.11576  -0.11576
  17.200  -0.11542   0.11542  -0.11542
  17.250  -0.11509   0.11509  -0.11509
  17.300  -0.11475   0.11475  -0.11475
  17.350  -0.11442   0.11442  -0.11442
  17.400  -0.11409   0.11409  -0.11409
  17.450  -0.11377   0.11377  -0.11377
  17.500  -0.11344   0.11344  -0.11344
  17.550  -0.11312   0.11312  -0.11312
  17.600  -0.11280   0.11280  -0.11280
  17.650  -0.11248   0.11248  -0.11248
  17.700  -0.11216   0.11216  -0.11216
  17.750  -0.11184   0.11184  -0.11184
  17.800  -0.11153   0.11153  -0.11153
  17.850  -0.11122   0.11122  -0.11122
  17.900  -0.11091   0.11091  -0.11091
  17.950  -0.11060   0.11060  -0.11060
  18.000  -0.11029   0.11029  -0.11029
  18.050  -0.10998   0.10998  -0.10998
  18.100  -0.10968   0.10968  -0.10968
  18.150  -0.10938   0.10938  -0.10938
  18.200  -0.10908   0.10908  -0.10908
  18.250  -0.10878   0.10878  -0.10878
  18.300  -0.10848   0.10848  -0.10848
  18.350  -0.10819   0.10819  -0.10819
  18.400  -0.10789   0.10789  -0.10789
  18.450  -0.10760   0.10760  -0.10760
  18.500  -0.10731   0.10731  -0.10731
  18.550  -0.10702   0.10702  -0.10702
  18.600  -0.10673   0.10673  -0.10673
  18.650  -0.10645   0.10645  -0.10645
  18.700  -0.10616   0.10616  -0.10616
  18.750  -0.10588   0.10588  -0.10588
  18.800  -0.10560   0.10560  -0.10560
  18.850  -0.10532   0.10532  -0.10532
  18.900  -0.10504   0.10504  -0.10504
  18.950  -0.10476   0.10476  -0.10476
  19.000  -0.10449   0.10449  -0.10449
  19.050  -0.10421   0.10421  -0.10421
  19.100  -0.10394   0.10394  -0.10394
  19.150  -0.10367   0.10367  -0.10367
  19.200  -0.10340   0.10340  -0.10340
  19.250  -0.10313   0.10313  -0.10313
  19.300  -0.10286   0.10286  -0.10286
  19.350  -0.10260   0.10260  -0.10260
  19.400  -0.10233   0.10233  -0.10233
  19.450  -0.10207   0.10207  -0.10207
  19.500  -0.10181   0.10181  -0.10181
  19.550  -0.10155   0.10155  -0.10155
  19.600  -0.10129   0.10129  -0.10129
  19.650  -0.10103   0.10103  -0.10103
  19.700  -0.10077   0.10077  -0.10077
  19.750  -0.10052   0.10052  -0.10052
  19.800  -0.10026   0.10026  -0.10026
  19.850  -0.10001   0.10001  -0.10001
  19.900  -0.09976   0.09976  -0.09976
  19.950  -0.09951   0.09951  -0.09951
  20.000  -0.09926   0.09926  -0.09926
  20.050  -0.09901   0.09901  -0.09901
  20.100  -0.09877   0.09877  -0.09877
  20.150  -0.09852   0.09852  -0.09852
  20.200  -0.09828   0.09828  -0.09828
  20.250  -0.09804   0.09804  -0.09804
  20.300  -0.09779   0.09779  -0.09779
  20.350  -0.09755   0.09755  -0.09755
  20.400  -0.09731   0.09731  -0.09731
  20.450  -0.09708   0.09708  -0.09708
  20.500  -0.09684   0.09684  -0.09684
  20.550  -0.09660   0.09660  -0.09660
  20.600  -0.09637   0.09637  -0.09637
  20.650  -0.09614   0.09614  -0.09614
  20.700  -0.09590   0.09590  -0.09590
  20.750  -0.09567   0.09567  -0.09567
  20.800  -0.09544   0.09544  -0.09544
  20.850  -0.09521   0.09521  -0.09521
  20.900  -0.09499   0.09499  -0.09499
  20.950  -0.09476   0.09476  -0.09476
  21.000  -0.09453   0.09453  -0.09453
  21.050  -0.09431   0.09431  -0.09431
  21.100  -0.09409   0.09409  -0.09409
  21.150  -0.09386   0.09386  -0.09386
  21.200  -0.09364   0.09364  -0.09364
  21.250  -0.09342   0.09342  -0.09342
  21.300  -0.09320   0.09320  -0.09320
  21.350  -0.09298   0.09298  -0.09298
  21.400  -0.09277   0.09277  -0.09277
  21.450  -0.09255   0.09255  -0.09255
  21.500  -0.09234   0.09234  -0.09234
  21.550  -0.09212   0.09212  -0.09212
  21.600  -0.09191   0.09191  -0.09191
  21.650  -0.09170   0.09170  -0.09170
  21.700  -0.09148   0.09148  -0.09148
  21.750  -0.09127   0.09127  -0.09127
  21.800  -0.09107   0.09107  -0.09107
  21.850  -0.09086   0.09086  -0.09086
  21.900  -0.09065   0.09065  -0.09065
  21.950  -0.09044   0.09044  -0.09044
  22.000  -0.09024   0.09024  -0.09024
  22.050  -0.09003   0.09003  -0.09003
  22.100  -0.08983   0.08983  -0.08983
  22.150  -0.08963   0.08963  -0.08963
  22.200  -0.08942   0.08942  -0.08942
  22.250  -0.08922   0.08922  -0.08922
  22.300  -0.08902   0.08902  -0.08902
  22.350  -0.08882   0.08882  -0.08882
  22.400  -0.08863   0.08863  -0.08863
  22.450  -0.08843   0.08843  -0.08843
  22.500  -0.08823   0.08823  -0.08823
  22.550  -0.08804   0.08804  -0.08804
  22.600  -0.08784   0.08784  -0.08784
